campaign_id,campaign_name,platform,date,country,campaign_objective,ad_type,impressions,clicks,conversions,spend,revenue
CMP02091,Summer Sale,LinkedIn,2026-06-28,UK,Conversions,Video,287000,18749,1505,7046.12,406122.67
CMP02092,Flash Sale,Google Ads,2026-01-22,Egypt,Awareness,Video,180169,2145,40,6189.85,7171.99
CMP02093,Free Shipping,Meta,2026-04-27,Egypt,Lead Generation,Image,61022,512,53,3417.6,6498.77
CMP02094,Free Shipping,TikTok,2026-06-16,UK,Conversions,Story,449276,2323,304,27668.72,62678.79
CMP02095,Ramadan Offers,Meta,2026-01-04,UAE,Awareness,Video,221940,1663,59,4111.43,19083.95
CMP02096,New Product Launch,TikTok,2026-02-13,UAE,Conversions,Carousel,161155,9760,228,9606.98,10445.88
CMP02097,Black Friday,Meta,2026-03-23,Egypt,Awareness,Image,397205,19527,582,8422.39,170334.28
CMP02098,New Product Launch,Google Ads,2026-08-07,Saudi Arabia,Traffic,Video,81633,2109,30,3357.88,9767.39
CMP02099,Eid Offers,Google Ads,2026-02-05,Saudi Arabia,Conversions,Carousel,353416,2496,360,25623.45,119734.86
CMP02100,Ramadan Offers,Meta,2026-02-27,Saudi Arabia,Awareness,Carousel,311924,3923,164,8212.99,14641.38
CMP02101,Flash Sale,Meta,2026-03-07,Saudi Arabia,Traffic,Video,185917,12536,847,6212.42,59155.81
CMP02102,Eid Offers,LinkedIn,2026-07-23,UAE,Awareness,Story,12609,226,20,704.08,1607.54
CMP02103,Eid Offers,Meta,2026-07-12,USA,Awareness,Video,247930,13078,997,18301.99,254276.53
CMP02104,Winter Collection,TikTok,2026-04-14,Saudi Arabia,Lead Generation,Video,447696,28240,1605,10694.33,325459.32
CMP02105,Brand Awareness,TikTok,2026-07-15,UAE,Conversions,Carousel,480404,16456,527,28618.03,164663.38
CMP02106,Black Friday,LinkedIn,2026-05-02,UK,Awareness,Image,420389,33398,1358,22560.18,275985.42
CMP02107,Eid Offers,TikTok,2026-07-04,UK,Awareness,Story,176608,9716,557,8182.21,160058.72
CMP02108,New Product Launch,LinkedIn,2026-03-16,Saudi Arabia,Awareness,Video,116193,8227,896,11984.77,182603.75
CMP02109,Back to School,TikTok,2026-02-10,Egypt,Awareness,Story,346044,13608,1364,23579.33,523750.84
CMP02110,Black Friday,Google Ads,2026-04-16,UAE,Awareness,Video,297587,8820,1013,10613.36,210359.85
CMP02111,Flash Sale,Meta,2026-05-01,UK,Traffic,Carousel,319454,16905,1626,20407.78,524740.95
CMP02112,Ramadan Offers,Meta,2026-06-22,UK,Conversions,Carousel,272192,3061,199,17911.53,54069.03
CMP02113,Brand Awareness,Meta,2026-07-26,Egypt,Traffic,Image,119166,4832,305,5439.87,33425.43
CMP02114,Brand Awareness,Meta,2026-05-22,Egypt,Awareness,Story,483870,28242,2480,11659.32,691221.63
CMP02115,Eid Offers,Meta,2026-07-20,Saudi Arabia,Conversions,Carousel,113001,5583,288,7374.67,41974.31
CMP02116,Black Friday,TikTok,2026-03-30,Saudi Arabia,Traffic,Story,403558,14289,1977,9963.21,114202.56
CMP02117,Flash Sale,TikTok,2026-03-09,Egypt,Traffic,Story,275094,18840,399,14460.18,36421.43
CMP02118,Flash Sale,LinkedIn,2026-04-15,UAE,Lead Generation,Image,246714,19544,265,19027.3,46407.25
CMP02119,Back to School,Google Ads,2026-04-10,USA,Conversions,Image,66327,1176,141,3976.21,12361.59
CMP02120,Back to School,Google Ads,2026-02-19,USA,Awareness,Image,128710,2879,420,4293.05,129675.34
CMP02121,Black Friday,LinkedIn,2026-01-12,Saudi Arabia,Awareness,Image,442812,20923,2544,18561.81,860785.17
CMP02122,Back to School,LinkedIn,2026-03-06,UK,Traffic,Image,486425,22292,546,9913.66,76189.83
CMP02123,New Product Launch,Meta,2026-08-17,Egypt,Conversions,Carousel,488072,3855,324,33677.74,52133.94
CMP02124,Flash Sale,Meta,2026-06-04,UK,Conversions,Image,30738,721,21,2368.68,5000.62
CMP02125,Summer Sale,TikTok,2026-02-23,UAE,Awareness,Video,177379,3514,244,9610.13,57931.76
CMP02126,Free Shipping,LinkedIn,2026-04-08,USA,Conversions,Video,40807,448,53,1136.7,10264.25
CMP02127,Back to School,LinkedIn,2026-05-30,Egypt,Traffic,Video,367483,10365,1333,7669.71,135882.56
CMP02128,Back to School,Meta,2026-01-31,Saudi Arabia,Conversions,Carousel,79478,5406,401,4457.13,69058.39
CMP02129,Brand Awareness,Meta,2026-08-06,USA,Traffic,Story,277426,9054,572,19672.86,41708.4
CMP02130,Flash Sale,Meta,2026-01-29,Egypt,Lead Generation,Carousel,354782,28006,758,18641.56,82920.11
CMP02131,Summer Sale,Google Ads,2026-01-20,Egypt,Awareness,Carousel,382237,8718,1210,12816.47,71611.16
CMP02132,Eid Offers,LinkedIn,2026-05-21,Saudi Arabia,Lead Generation,Image,142786,9432,539,14829.72,55646.77
CMP02133,Winter Collection,TikTok,2026-03-14,Egypt,Conversions,Video,265096,15653,298,14552.13,69687.38
CMP02134,Eid Offers,TikTok,2026-06-04,USA,Awareness,Story,158020,6795,1002,7660.21,247730.6
CMP02135,Brand Awareness,Meta,2026-03-31,USA,Awareness,Story,357816,26398,1033,13834.6,250068.83
CMP02136,New Product Launch,Google Ads,2026-04-10,UK,Conversions,Story,221921,3327,337,10548.07,15046.47
CMP02137,Back to School,Meta,2026-03-17,UK,Conversions,Image,460374,36793,5111,10234.14,719624.69
CMP02138,Black Friday,LinkedIn,2026-01-11,USA,Lead Generation,Video,422852,24327,1759,37117.21,385115.03
CMP02139,Back to School,LinkedIn,2026-05-05,UK,Conversions,Carousel,81080,3666,40,4373.93,4508.98
CMP02140,Ramadan Offers,Meta,2026-02-06,UAE,Traffic,Video,299519,4824,166,7510.89,6341.81
CMP02141,Flash Sale,TikTok,2026-06-01,Saudi Arabia,Traffic,Carousel,322211,8792,89,6089.07,24366.39
CMP02142,Winter Collection,LinkedIn,2026-08-16,USA,Conversions,Video,419864,5304,138,16924.81,40716.85
CMP02143,New Product Launch,TikTok,2026-02-12,Saudi Arabia,Awareness,Story,411679,21915,2035,27799.38,108450.05
CMP02144,Free Shipping,TikTok,2026-01-11,Egypt,Awareness,Story,323941,20064,1673,4926.76,388898.33
CMP02145,Flash Sale,Meta,2026-03-15,Egypt,Awareness,Image,487119,34100,4843,14987.68,278584.69
CMP02146,Black Friday,Google Ads,2026-05-01,USA,Conversions,Carousel,301331,10772,792,21703.09,191714.19
CMP02147,Eid Offers,Google Ads,2026-02-26,Egypt,Traffic,Image,406366,12526,1846,23997.37,343436.15
CMP02148,Back to School,Google Ads,2026-02-26,UK,Conversions,Video,441964,24108,2689,31368.25,395750.81
CMP02149,Winter Collection,Google Ads,2026-05-22,UK,Conversions,Carousel,179430,13786,1903,13613.81,376048.24
CMP02150,Flash Sale,Meta,2026-08-18,USA,Awareness,Video,396175,2000,137,30786.23,21541.18
CMP02151,Summer Sale,TikTok,2026-04-07,UAE,Traffic,Story,44958,2679,172,1712.55,19144.91
CMP02152,Back to School,TikTok,2026-04-13,UAE,Lead Generation,Image,176905,2793,189,11975.93,33222.57
CMP02153,Winter Collection,TikTok,2026-02-26,USA,Conversions,Video,342932,2241,110,14237.26,19215.76
CMP02154,Brand Awareness,LinkedIn,2026-07-18,UAE,Awareness,Carousel,449019,19046,2615,21015.29,575034.89
CMP02155,Black Friday,TikTok,2026-02-14,Saudi Arabia,Traffic,Video,121459,3353,35,1866.43,2553.2
CMP02156,Ramadan Offers,TikTok,2026-08-30,Egypt,Awareness,Carousel,467758,16312,409,20942.82,48963.66
CMP02157,Flash Sale,Meta,2026-07-27,UK,Traffic,Story,208612,1276,62,8131.69,4751.85
CMP02158,Flash Sale,Google Ads,2026-03-16,Saudi Arabia,Traffic,Carousel,198133,3684,151,4640.65,45107.15
CMP02159,Summer Sale,Google Ads,2026-03-13,USA,Lead Generation,Video,20619,1512,44,1026.26,5244.74
CMP02160,Brand Awareness,Meta,2026-03-17,UK,Traffic,Image,92299,4616,582,1543.13,38137.17
CMP02161,Flash Sale,Google Ads,2026-02-15,Egypt,Awareness,Video,481779,17083,1615,25411.06,394018.03
CMP02162,Ramadan Offers,Google Ads,2026-02-01,Saudi Arabia,Awareness,Image,449878,10030,320,9278.98,82747.21
CMP02163,Summer Sale,TikTok,2026-04-18,Egypt,Traffic,Video,59922,3317,55,2829.67,10885.58
CMP02164,Flash Sale,Google Ads,2026-01-16,UK,Lead Generation,Image,11080,103,1,778.12,230.81
CMP02165,Eid Offers,LinkedIn,2026-07-03,Saudi Arabia,Traffic,Carousel,386408,21552,2327,9624.33,571914.25
CMP02166,Ramadan Offers,TikTok,2026-01-01,Egypt,Lead Generation,Video,159765,10311,599,9669.36,73660.74
CMP02167,Free Shipping,Meta,2026-07-16,UK,Lead Generation,Story,49567,1306,81,2164.64,8868.63
CMP02168,Ramadan Offers,Meta,2026-06-23,Egypt,Awareness,Carousel,332059,19075,469,6713.62,84330.2
CMP02169,Winter Collection,LinkedIn,2026-02-15,UK,Awareness,Image,355418,14330,1941,19487.09,178892.64
CMP02170,Brand Awareness,Google Ads,2026-05-21,USA,Conversions,Carousel,38806,1377,28,2761.89,1277.7
CMP02171,Free Shipping,Meta,2026-06-24,Egypt,Lead Generation,Story,496204,18922,1212,34081.21,235427.27
CMP02172,Brand Awareness,Google Ads,2026-02-01,Saudi Arabia,Traffic,Video,292670,9271,294,24059.84,50029.34
CMP02173,Ramadan Offers,TikTok,2026-08-22,USA,Awareness,Story,271085,3058,153,6073.65,14898.91
CMP02174,Ramadan Offers,Meta,2026-05-26,Saudi Arabia,Lead Generation,Carousel,404443,18337,2514,9970.6,324513.69
CMP02175,Winter Collection,Google Ads,2026-06-03,Saudi Arabia,Awareness,Story,355351,18470,2386,16223.27,320379.54
CMP02176,Brand Awareness,TikTok,2026-04-16,Egypt,Lead Generation,Video,189567,9053,1208,6338.82,128890.74
CMP02177,Summer Sale,Meta,2026-07-28,Egypt,Conversions,Carousel,213337,13928,458,9134.68,57420.24
CMP02178,Brand Awareness,Google Ads,2026-02-16,UAE,Conversions,Video,156617,4493,262,13966.66,83800.37
CMP02179,Flash Sale,TikTok,2026-05-01,UK,Awareness,Story,225342,5523,396,6911.25,54413.98
CMP02180,Black Friday,TikTok,2026-04-15,UAE,Conversions,Image,337928,5189,56,12731.99,4671.9
CMP02181,New Product Launch,TikTok,2026-07-29,UK,Awareness,Image,362409,3286,226,7571.75,38389.27
CMP02182,Summer Sale,LinkedIn,2026-06-07,Saudi Arabia,Traffic,Carousel,241132,11772,472,18655.62,45640.54
CMP02183,Eid Offers,Google Ads,2026-08-11,USA,Conversions,Carousel,420297,22803,3104,13095.18,772168.58
CMP02184,Winter Collection,LinkedIn,2026-05-07,UK,Conversions,Carousel,389080,18497,2406,12089.28,185089.79
CMP02185,Ramadan Offers,Meta,2026-06-16,UK,Conversions,Video,330321,14774,341,14676.47,108536.54
CMP02186,New Product Launch,Google Ads,2026-06-27,Saudi Arabia,Traffic,Story,39412,2935,316,1474.48,23707.15
CMP02187,Eid Offers,LinkedIn,2026-02-20,UK,Lead Generation,Image,223383,11674,1213,20375.96,406698.19
CMP02188,Back to School,LinkedIn,2026-02-05,Saudi Arabia,Conversions,Image,473093,30530,953,42074.13,353870.41
CMP02189,Eid Offers,TikTok,2026-07-29,USA,Awareness,Video,142711,8989,1184,3625.87,340748.76
CMP02190,Free Shipping,LinkedIn,2026-02-12,USA,Lead Generation,Image,372460,16954,1131,30042.46,300820.83
CMP02191,Flash Sale,LinkedIn,2026-08-23,Egypt,Awareness,Carousel,159967,11485,1524,11221.49,93369.94
CMP02192,Ramadan Offers,LinkedIn,2026-02-07,UAE,Conversions,Image,147128,7595,887,4032.43,157976.82
CMP02193,Winter Collection,Meta,2026-03-16,Egypt,Conversions,Image,215261,2847,165,15816.51,53418.11
CMP02194,Free Shipping,Meta,2026-07-07,USA,Conversions,Video,277162,13381,1552,17404.21,216138.02
CMP02195,Ramadan Offers,Meta,2026-01-17,UAE,Conversions,Carousel,192751,6828,922,7150.19,279964.15
CMP02196,Free Shipping,Google Ads,2026-06-15,USA,Conversions,Carousel,123897,5054,374,5399.64,15048.6
CMP02197,Eid Offers,Meta,2026-03-14,Egypt,Lead Generation,Carousel,244555,3240,413,10834.32,37810.02
CMP02198,Eid Offers,Meta,2026-08-18,Saudi Arabia,Lead Generation,Image,327880,14601,1288,19906.73,186360.83
CMP02199,Eid Offers,Meta,2026-07-24,Egypt,Awareness,Story,281245,22030,568,14615.96,126468.52
CMP02200,New Product Launch,LinkedIn,2026-04-16,UAE,Traffic,Video,44431,1809,28,2071.0,1748.06
CMP02201,Winter Collection,Google Ads,2026-06-14,UAE,Traffic,Carousel,292653,2933,172,12204.92,45715.12
CMP02202,Flash Sale,Google Ads,2026-06-17,UAE,Traffic,Video,321042,20156,1638,12312.31,287599.31
CMP02203,Free Shipping,Meta,2026-01-12,UK,Lead Generation,Carousel,44883,2517,215,1454.19,38013.01
CMP02204,New Product Launch,Google Ads,2026-07-21,Egypt,Traffic,Image,280238,8567,274,22131.36,30128.34
CMP02205,Winter Collection,LinkedIn,2026-01-18,USA,Traffic,Carousel,344480,11306,1282,8499.68,218552.37
CMP02206,Ramadan Offers,TikTok,2026-01-02,UAE,Lead Generation,Image,431418,19770,2462,29582.57,130366.55
CMP02207,Ramadan Offers,LinkedIn,2026-05-23,Saudi Arabia,Conversions,Story,463524,27174,906,27987.31,165189.29
CMP02208,Winter Collection,Meta,2026-02-02,Egypt,Awareness,Video,373485,22385,2268,27974.11,268934.73
CMP02209,New Product Launch,Meta,2026-01-19,Egypt,Lead Generation,Image,35192,2359,260,1165.3,28724.43
CMP02210,Brand Awareness,LinkedIn,2026-08-06,Saudi Arabia,Conversions,Carousel,440781,25071,1819,26087.85,600079.95
CMP02211,Eid Offers,LinkedIn,2026-04-04,Egypt,Lead Generation,Image,382127,19390,1143,20327.36,300613.22
CMP02212,Ramadan Offers,Meta,2026-03-15,USA,Lead Generation,Video,418409,10439,129,25678.18,14196.72
CMP02213,Ramadan Offers,TikTok,2026-07-19,Saudi Arabia,Lead Generation,Carousel,250592,12983,1869,6055.43,586871.27
CMP02214,Summer Sale,TikTok,2026-04-03,Saudi Arabia,Conversions,Story,373478,9836,1023,14247.44,254601.4
CMP02215,Back to School,Meta,2026-01-12,Egypt,Awareness,Image,46303,1610,202,1150.19,8658.47
CMP02216,Black Friday,Google Ads,2026-08-05,UK,Awareness,Video,255747,18728,1754,20919.57,468196.59
CMP02217,Brand Awareness,TikTok,2026-08-17,UAE,Traffic,Carousel,56797,2840,71,2662.17,9984.59
CMP02218,Eid Offers,TikTok,2026-08-07,UK,Traffic,Story,158704,8872,386,3588.67,90848.39
CMP02219,Winter Collection,LinkedIn,2026-02-07,Saudi Arabia,Lead Generation,Story,418252,18354,981,27195.73,147371.24
CMP02220,Summer Sale,Google Ads,2026-01-11,UK,Traffic,Carousel,435115,3297,439,29469.8,37800.25
CMP02221,Summer Sale,Meta,2026-03-23,Egypt,Awareness,Story,55097,2710,239,2036.65,19653.06
CMP02222,Ramadan Offers,Meta,2026-03-02,UK,Traffic,Image,177912,12879,1652,13187.27,294767.38
CMP02223,Summer Sale,Google Ads,2026-07-04,Egypt,Conversions,Image,29774,1464,122,1838.26,14197.92
CMP02224,New Product Launch,Meta,2026-05-15,Egypt,Awareness,Image,347482,27339,1156,21000.53,131651.81
CMP02225,Summer Sale,Google Ads,2026-08-25,USA,Conversions,Video,147631,8558,844,7150.16,66152.35
CMP02226,New Product Launch,LinkedIn,2026-02-05,Saudi Arabia,Conversions,Image,363568,19137,1584,17804.93,632223.31
CMP02227,Summer Sale,TikTok,2026-08-12,UK,Awareness,Story,192180,14096,575,13763.98,133168.85
CMP02228,Summer Sale,TikTok,2026-08-09,USA,Traffic,Video,331321,12407,1739,16192.53,352373.2
CMP02229,New Product Launch,Google Ads,2026-06-20,Egypt,Conversions,Carousel,231349,11678,892,11049.77,298771.47
CMP02230,Brand Awareness,Meta,2026-06-26,UK,Lead Generation,Story,464439,5746,455,18985.5,158604.5
CMP02231,Free Shipping,Google Ads,2026-05-15,UK,Traffic,Story,485032,26608,1597,11549.42,476281.37
CMP02232,Flash Sale,Google Ads,2026-02-10,UK,Lead Generation,Video,106508,3928,278,5935.22,49951.79
CMP02233,Eid Offers,Google Ads,2026-07-29,UK,Lead Generation,Image,180322,3187,277,11748.26,78007.28
CMP02234,Winter Collection,Meta,2026-05-25,UK,Awareness,Video,290735,3768,208,16124.64,31091.56
CMP02235,Black Friday,TikTok,2026-01-07,USA,Lead Generation,Story,297857,20223,2784,10456.99,537359.29
CMP02236,Brand Awareness,Meta,2026-01-28,Egypt,Awareness,Image,477634,36320,2333,22155.05,536886.58
CMP02237,Winter Collection,Google Ads,2026-07-25,USA,Awareness,Story,58660,2644,189,3854.52,50326.13
CMP02238,Summer Sale,LinkedIn,2026-01-02,Egypt,Conversions,Carousel,386648,19432,906,26958.61,218552.55
CMP02239,Brand Awareness,LinkedIn,2026-01-13,USA,Lead Generation,Carousel,338445,7604,93,10640.54,7257.74
CMP02240,Free Shipping,Google Ads,2026-04-11,UAE,Conversions,Image,448101,23264,1839,13454.65,359415.51
CMP02241,Ramadan Offers,TikTok,2026-08-06,Saudi Arabia,Traffic,Video,109107,3884,153,2232.92,30449.9
CMP02242,Summer Sale,Meta,2026-08-29,Egypt,Lead Generation,Video,81356,5363,643,6004.51,148384.35
CMP02243,Ramadan Offers,TikTok,2026-05-01,USA,Lead Generation,Carousel,425553,25579,1288,6364.41,373362.08
CMP02244,Flash Sale,Meta,2026-04-05,UAE,Awareness,Story,482536,17178,2040,22796.19,104921.05
CMP02245,Black Friday,LinkedIn,2026-08-29,Saudi Arabia,Awareness,Carousel,205390,4398,247,5143.34,37379.32
CMP02246,Free Shipping,LinkedIn,2026-02-20,UAE,Traffic,Carousel,422378,11510,1309,16396.78,395504.54
CMP02247,Ramadan Offers,LinkedIn,2026-04-22,Saudi Arabia,Lead Generation,Story,215330,14478,1193,8571.97,64282.04
CMP02248,Summer Sale,LinkedIn,2026-08-25,UK,Awareness,Story,276281,20053,1016,9101.04,301497.46
CMP02249,Eid Offers,Google Ads,2026-06-02,UAE,Awareness,Video,372025,11269,957,16318.25,310812.56
CMP02250,Flash Sale,TikTok,2026-02-14,Egypt,Awareness,Image,288927,7276,544,16286.74,22556.51
CMP02251,Brand Awareness,TikTok,2026-04-25,Saudi Arabia,Traffic,Image,129158,9506,747,2815.63,226646.4
CMP02252,Back to School,TikTok,2026-04-18,Egypt,Traffic,Image,82198,2476,368,1638.32,14895.34
CMP02253,New Product Launch,Meta,2026-05-24,UAE,Awareness,Image,59394,1685,97,4306.46,7893.54
CMP02254,Flash Sale,TikTok,2026-08-08,Saudi Arabia,Traffic,Story,446436,27626,1003,26854.47,201876.95
CMP02255,Black Friday,Google Ads,2026-08-11,Saudi Arabia,Awareness,Image,97487,3420,122,5038.98,15330.05
CMP02256,Summer Sale,LinkedIn,2026-05-15,Saudi Arabia,Awareness,Image,200566,8462,710,13300.26,161267.3
CMP02257,Summer Sale,TikTok,2026-07-24,Egypt,Awareness,Story,326475,21803,2128,15572.57,223344.46
CMP02258,Ramadan Offers,TikTok,2026-06-26,UAE,Awareness,Carousel,247898,14226,1982,9406.72,380196.75
CMP02259,Ramadan Offers,Meta,2026-04-24,UK,Lead Generation,Video,141166,4784,716,3405.75,42672.9
CMP02260,Eid Offers,LinkedIn,2026-03-07,UAE,Lead Generation,Video,472930,5964,688,10370.95,63576.92
CMP02261,Flash Sale,LinkedIn,2026-06-09,UK,Traffic,Image,499113,4712,423,13268.5,106427.31
CMP02262,Eid Offers,Google Ads,2026-07-10,USA,Awareness,Image,269035,20332,1087,5294.16,165378.46
CMP02263,Ramadan Offers,Google Ads,2026-06-23,Saudi Arabia,Lead Generation,Story,431437,5391,184,31971.22,19558.64
CMP02264,Black Friday,Meta,2026-06-16,UAE,Awareness,Image,89824,834,51,6111.1,7703.61
CMP02265,Back to School,Google Ads,2026-03-05,USA,Traffic,Video,143877,2149,130,6472.83,16588.6
CMP02266,Flash Sale,Meta,2026-01-07,Egypt,Awareness,Carousel,402422,10621,490,29455.08,111075.69
CMP02267,Ramadan Offers,TikTok,2026-08-23,Saudi Arabia,Lead Generation,Carousel,427094,4843,74,22085.32,8450.11
CMP02268,Winter Collection,LinkedIn,2026-01-05,UK,Conversions,Image,223909,3589,329,22316.37,115476.88
CMP02269,Ramadan Offers,LinkedIn,2026-08-08,UAE,Conversions,Story,94789,4094,523,2979.79,138149.54
CMP02270,Back to School,LinkedIn,2026-06-01,Saudi Arabia,Traffic,Video,298329,6999,625,7721.08,72635.01
CMP02271,Summer Sale,LinkedIn,2026-04-02,UK,Lead Generation,Image,81779,3873,408,4962.26,63219.19
CMP02272,Black Friday,Meta,2026-03-12,UAE,Traffic,Image,176616,1560,192,4687.88,16830.4
CMP02273,Ramadan Offers,Google Ads,2026-07-10,USA,Lead Generation,Image,172360,9108,1213,5164.78,157354.8
CMP02274,Black Friday,LinkedIn,2026-01-03,Egypt,Traffic,Image,326977,20784,2502,13922.86,615820.04
CMP02275,Ramadan Offers,TikTok,2026-07-21,UAE,Conversions,Video,232279,10598,248,4161.92,29497.1
CMP02276,Summer Sale,Google Ads,2026-08-12,UK,Traffic,Image,403395,11503,507,15426.27,30538.33
CMP02277,Ramadan Offers,Google Ads,2026-05-18,Saudi Arabia,Conversions,Image,354737,16324,989,12378.35,50707.53
CMP02278,Eid Offers,Google Ads,2026-02-26,Egypt,Lead Generation,Image,227755,15506,670,13553.51,124349.98
CMP02279,Brand Awareness,LinkedIn,2026-07-11,Saudi Arabia,Lead Generation,Image,277534,13720,725,16811.56,99958.54
CMP02280,Black Friday,Meta,2026-06-28,UAE,Traffic,Image,386056,4817,82,17682.44,2693.22
CMP02281,Free Shipping,Google Ads,2026-08-03,UAE,Awareness,Image,328062,9529,335,16909.51,51160.53
CMP02282,Black Friday,Meta,2026-04-03,USA,Conversions,Carousel,146074,10970,755,6678.46,158242.79
CMP02283,Eid Offers,LinkedIn,2026-05-08,Egypt,Traffic,Story,51024,1159,83,3945.59,7280.0
CMP02284,Flash Sale,LinkedIn,2026-04-01,Saudi Arabia,Lead Generation,Video,220130,2859,325,18520.66,59986.57
CMP02285,Brand Awareness,Google Ads,2026-02-23,Egypt,Awareness,Carousel,250525,3102,267,20278.1,43795.2
CMP02286,Black Friday,Meta,2026-06-20,Saudi Arabia,Traffic,Video,209638,16164,844,13874.85,213877.64
CMP02287,Black Friday,LinkedIn,2026-06-24,Saudi Arabia,Traffic,Image,67907,704,52,5794.98,10546.01
CMP02288,Free Shipping,Meta,2026-02-28,UAE,Traffic,Carousel,69084,3459,514,4346.28,67177.06
CMP02289,Eid Offers,TikTok,2026-03-22,UK,Conversions,Carousel,207713,9429,840,10011.68,337390.08
CMP02290,Summer Sale,Google Ads,2026-03-13,UK,Traffic,Image,293788,6314,666,25283.37,83800.03
CMP02291,Flash Sale,Meta,2026-01-30,UAE,Traffic,Video,356722,19009,1474,6687.58,174831.98
CMP02292,Eid Offers,Meta,2026-07-10,Egypt,Awareness,Image,369447,5869,136,18586.53,12724.2
CMP02293,Summer Sale,TikTok,2026-01-23,UK,Conversions,Video,291266,3951,424,17097.78,154189.35
CMP02294,Flash Sale,LinkedIn,2026-05-03,UAE,Lead Generation,Carousel,478917,12626,1212,34602.63,55652.97
CMP02295,Back to School,Google Ads,2026-03-13,Egypt,Lead Generation,Image,296410,20459,2468,27000.4,423981.49
CMP02296,Brand Awareness,Meta,2026-02-24,Egypt,Lead Generation,Image,341267,22202,2876,24312.45,480010.51
CMP02297,New Product Launch,Meta,2026-06-02,UK,Traffic,Image,251695,19778,1212,9540.74,408081.26
CMP02298,Flash Sale,LinkedIn,2026-04-16,Egypt,Lead Generation,Carousel,124252,5168,457,3168.69,122995.25
CMP02299,Back to School,Meta,2026-07-15,UK,Traffic,Image,118622,6313,74,2371.95,23353.45
CMP02300,Ramadan Offers,Google Ads,2026-04-18,Egypt,Lead Generation,Video,492828,6919,880,11333.52,205946.64
CMP02301,Black Friday,TikTok,2026-06-26,USA,Conversions,Image,325648,22016,968,17208.7,252023.41
CMP02302,Winter Collection,TikTok,2026-06-27,USA,Awareness,Video,230776,16797,2097,6280.24,496804.43
CMP02303,Ramadan Offers,Meta,2026-06-04,Saudi Arabia,Lead Generation,Carousel,341411,5653,777,22368.47,187768.97
CMP02304,Free Shipping,TikTok,2026-08-14,Egypt,Traffic,Carousel,470412,4707,534,33359.32,152078.51
CMP02305,New Product Launch,LinkedIn,2026-06-30,UK,Traffic,Image,108497,3844,58,8498.57,9829.11
CMP02306,Ramadan Offers,TikTok,2026-07-05,UAE,Awareness,Image,415044,19347,1055,7880.95,197710.08
CMP02307,Free Shipping,Google Ads,2026-06-19,Egypt,Lead Generation,Story,396336,12019,1732,8203.79,429695.02
CMP02308,Black Friday,TikTok,2026-08-23,UAE,Lead Generation,Video,392405,2907,430,19329.8,148799.13
CMP02309,Back to School,LinkedIn,2026-04-18,UK,Traffic,Carousel,219956,9483,183,8121.55,60852.79
CMP02310,New Product Launch,LinkedIn,2026-01-31,UK,Conversions,Story,261040,14165,1542,26588.35,322719.32
CMP02311,Back to School,Google Ads,2026-06-26,Saudi Arabia,Traffic,Carousel,333343,14797,1788,23736.64,383803.64
CMP02312,Winter Collection,Google Ads,2026-03-20,Saudi Arabia,Traffic,Story,482796,2935,395,11932.73,98465.42
CMP02313,Summer Sale,Google Ads,2026-02-10,UAE,Awareness,Video,373398,9694,1194,27484.65,53526.67
CMP02314,Back to School,LinkedIn,2026-06-21,UK,Awareness,Image,395791,17259,1760,40489.19,257289.15
CMP02315,Winter Collection,TikTok,2026-02-19,Egypt,Awareness,Story,335581,15247,1660,22144.79,273787.99
CMP02316,Flash Sale,Google Ads,2026-01-15,UAE,Awareness,Image,276637,20249,710,22557.21,209140.89
CMP02317,Eid Offers,Meta,2026-03-23,Egypt,Traffic,Carousel,333225,8343,958,17856.23,97697.79
CMP02318,Eid Offers,Google Ads,2026-04-21,Saudi Arabia,Lead Generation,Story,315705,17299,2592,19604.06,757158.49
CMP02319,Flash Sale,Google Ads,2026-03-06,Saudi Arabia,Lead Generation,Image,58688,3967,386,3389.06,112626.31
CMP02320,New Product Launch,Meta,2026-03-13,USA,Traffic,Carousel,352729,18454,568,5341.39,78636.37
CMP02321,Ramadan Offers,Google Ads,2026-07-26,UAE,Lead Generation,Video,167238,9296,794,5761.0,74577.16
CMP02322,Flash Sale,TikTok,2026-03-07,Egypt,Lead Generation,Story,393597,3068,217,23926.69,50983.25
CMP02323,Flash Sale,Google Ads,2026-08-30,USA,Traffic,Story,80019,3727,216,4070.57,26613.53
CMP02324,Free Shipping,Meta,2026-06-12,USA,Awareness,Video,483652,36368,4472,38336.8,1255520.87
CMP02325,Flash Sale,LinkedIn,2026-08-12,Egypt,Traffic,Story,231223,6070,238,16250.22,70186.45
CMP02326,Back to School,TikTok,2026-07-25,Egypt,Awareness,Story,298068,13182,140,17311.28,36382.85
CMP02327,Black Friday,Google Ads,2026-03-14,USA,Lead Generation,Video,397748,23757,2383,26691.04,457776.25
CMP02328,Summer Sale,LinkedIn,2026-04-15,USA,Awareness,Story,377419,4901,529,34631.61,30216.26
CMP02329,Black Friday,LinkedIn,2026-06-09,USA,Conversions,Image,240851,17609,375,24303.09,40547.41
CMP02330,Brand Awareness,LinkedIn,2026-08-01,Egypt,Awareness,Story,197955,7208,806,3860.98,119871.78
CMP02331,Brand Awareness,LinkedIn,2026-06-19,Egypt,Conversions,Story,163370,4011,538,12615.62,62094.53
